Level,Attachments (Image),Manufacturer (Image),Pending Changes (Image),Has Been Redlined (Image),Thumbnail,Sequence,Item Number,Item Description,Item Rev,Qty,Min Qty,Max Qty,Optional,Mut Excl,Ref Des,Item Footprint,BOM Notes,For Documentation,Child Action,Technology,Item Lifecycle,Subclass,BOM Description,REACH Compliance,RoHS Compliance,Encryption,REACH Up To Date,Moisture Sensitivity Level (MSL),Special Assembly Instructions,Single Source,Item P2 Notes,Operation Temperature,Manufacture Part Has Redline,Mfr. Name,Mfr Full Name,Mfr Priority Suffix,Mfr. Lifecycle Phase,Conflict Minerals Status,Mfr. Part Number,Mfr. Part Lifecycle Phase,Packaging Type,Preferred Status,Country of Origin (MP),Last Time Buy,Last Time Ship,Weight (Gram),REACH Up To Date.1,REACH Compliance.1,RoHS Compliance.1,Reference Notes
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VENKEL,VENKEL LTD,,Approved,Yes by Manuf.,CR0402-16W-9531FT,Active,T&R 10K,,Taiwan,,,0.000624,15/01/2018 00:00:00 IST,20.SVHC_223_17Jan2022,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,SAMSUNG,SAMSUNG ELECTRO MECHANICS CO LTD,,Approved,Not Conflict Free,RC1005F9531CS,Active,T&R 10K,,,,,0.0005,,18.SVHC_211_19Jan2021,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,ROHM,ROHM SEMICONDUCTOR LTD,,Approved,Not Conflict Free,MCR01MZPF9531,Active,T&R 10K,,Thailand,,,0.0007,20/06/2016 00:00:00 IDT,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
1,TRUE,TRUE,FALSE,FALSE,,0,ERS000215-NCN,RES-71R5-0402-1%-1/16W,SPR000642,1,,,,,R1055,R0402,,,Issue,SMT,Pilot,Resistor,,,,No,,‎1 – Unlimited,,NO,,-55°C to 155°C,False,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402FR-0771R5L,Active,T&R 10K,,Taiwan,,,0.000597,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,SAMSUNG,SAMSUNG ELECTRO MECHANICS CO LTD,,Approved,Not Conflict Free,RC1005F71R5CS,Active,T&R 10K,,,,,0.0005,,18.SVHC_211_19Jan2021,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VISHAY,VISHAY SEMICONDUCTOR CORP.,,Approved,Yes by Product,CRCW040271R5FKED,Active,T&R 10K,,Israel,,,0.000609,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
1,TRUE,TRUE,FALSE,FALSE,,0,ERS000237-NCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,PANASONIC,Panasonic Industrial Company,,Approved,Yes by Product,ERA-2AEB4022X,Active,T&R 10K,Preferred,Japan,,,0.000581,26/03/2018 00:00:00 IDT,20.SVHC_223_17Jan2022,RoHS3 with Exemptions,
1,TRUE,TRUE,FALSE,FALSE,,0,ERS000240-NCN,RES-150K-0402-0.1%-1/16W-25ppm,MCO006575,2,,,,,"R1051,R1052",R0402,,,Issue,SMT,Pilot,Resistor,,,,No,,‎1 – Unlimited,,Y,,-55°C to 125°C,False,TE,Tyco Electronics ltd,,Approved,Yes by Product,3-1879216-2,Active,Tape and reel,Preferred,Taiwan,,,0.000542,20/06/2016 00:00:00 IDT,22.SVHC_233_17Jan2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TE,Tyco Electronics ltd,,Approved,Yes by Product,CPF0402B150KE,Active,T&R 10K,Preferred,Taiwan,,,0.000542,,19.SVHC_219_08Jul2021,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TE,Tyco Electronics ltd,,Approved,Yes by Product,CPF0402B150KE1,Active,T&R 1K,Preferred,Taiwan,,,0.000542,20/06/2016 00:00:00 IDT,23.SVHC_235_14Jun2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,TRUE,TRUE,FALSE,FALSE,,0,ERS000257-NCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,BOURNS,"Bourns, Inc",,Approved,Yes by Product,CRT0402-BY-9102GLF,Active,T&R,Preferred,Taiwan,,,0.00054,17/12/2015 00:00:00 IST,17.SVHC_209_25Jun20,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VISHAY,VISHAY SEMICONDUCTOR CORP.,,Approved,Yes by Product,TNPW040291K0BEED,Active,T&R 10K,Preferred,Germany,,,0.00056,17/12/2015 00:00:00 IST,17.SVHC_209_25Jun20,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RT0402BRD0791KL,Active,T&R 10K,Preferred,Taiwan,,,0.000564,20/06/2016 00:00:00 IDT,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,TRUE,TRUE,FALSE,FALSE,,0,ERS000262-NCN,RES-3K32-0402-1%-1/16W,MCO003528,3,,,,,"R114,R1038,R1039",R0402,,,Issue,SMT,Pilot,Resistor,,,,No,,‎1 – Unlimited,,NO,,-55°C to 125°C,False,VISHAY,VISHAY SEMICONDUCTOR CORP.,,Approved,Yes by Product,CRCW04023K32FKED‎‏,Active,,,Israel,,,0.000609,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,BOURNS,"Bourns, Inc",,Approved,Yes by Product,CR0402-FX-3321GLF,Active,,,Taiwan,,,0.000514,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,SAMSUNG,SAMSUNG ELECTRO MECHANICS CO LTD,,Approved,Not Conflict Free,RC1005F3321CS‎‏,Active,,,,,,0.0005,17/12/2015 00:00:00 IST,18.SVHC_211_19Jan2021,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402FR-073K32L,Active,,,Taiwan,,,0.000597,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
1,TRUE,TRUE,FALSE,FALSE,,0,ERS000281-NCN,RES-4K64-0402-1%-1/16W-50ppm,MCO004232,4,,,,,"R996,R997,R998,R1000",R0402,,,Issue,SMT,Pilot,Resistor,,,,No,,‎1 – Unlimited,,,1120-0017,-55°C to 125°C,False,ROHM,ROHM SEMICONDUCTOR LTD,,Approved,Not Conflict Free,MCR01MZPF4641,Active,T&R 10K,,Thailand,,,0.0007,20/06/2016 00:00:00 IDT,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VIKING,VIKING TECH CORPORATION,,Approved,Yes by Product,AR02BTC4641,Active,T&R 10K,,Taiwan,,,0.00054,,19.SVHC_219_08Jul2021,,
1,TRUE,TRUE,FALSE,FALSE,,0,ERS000366-NCN,RES-402K-0402-0.1%-1/16W-50ppm,MCO006574,1,,,,,R745,R0402,,,Issue,SMT,Pilot,Resistor,,,,No,,‎1 – Unlimited,,NO,,-55°C to 155°C,False,STACKPOLE,Stackpole Electronics Inc,,Approved,Yes by Manuf.,RNCF0402BTE402K,Active,T&R 10K,Preferred,Taiwan,,,0.000542,,22.SVHC_233_17Jan2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,STACKPOLE,Stackpole Electronics Inc,,Approved,Yes by Manuf.,RNCF0402BTC402K,Active,T&R 10K,Preferred,Taiwan,,,0.000542,,22.SVHC_233_17Jan2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VIKING,VIKING TECH CORPORATION,,Approved,Yes by Product,AR02BTC4023,Active,T&R 10K,Preferred,Taiwan,,,0.00054,,19.SVHC_219_08Jul2021,,
1,TRUE,TRUE,FALSE,FALSE,,0,ERS000381-NCN,RES-45K3-0402-0.1%-1/16W-50ppm,MCO006574,1,,,,,R777,R0402,,,Issue,SMT,Pilot,Resistor,,,,No,,‎1 – Unlimited,,NO,,-55°C to 155°C,False,PANASONIC,Panasonic Industrial Company,,Approved,Yes by Product,ERA-2AEB4532X,Active,T&R 10K,Preferred,Japan,,,0.000581,,19.SVHC_219_08Jul2021,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VIKING,VIKING TECH CORPORATION,,Approved,Yes by Product,AR02BTC4532,Active,T&R 10K,Preferred,Taiwan,,,0.00054,,19.SVHC_219_08Jul2021,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RT0402BRE0745K3L,Active,T&R 10K,Preferred,Taiwan,,,0.000564,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VISHAY,VISHAY SEMICONDUCTOR CORP.,,Approved,Yes by Product,MCS04020D4532BE100,Active,T&R 1K,Preferred,Israel,,,0.000562,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,STACKPOLE,Stackpole Electronics Inc,,Approved,Yes by Manuf.,RNCF0402BTC45K3,Active,T&R 10K,Preferred,Taiwan,,,0.000542,,22.SVHC_233_17Jan2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VISHAY,VISHAY SEMICONDUCTOR CORP.,,Approved,Yes by Product,TNPW040245K3BETD,Active,T&R 10K,Preferred,Germany,,,0.00056,,17.SVHC_209_25Jun20,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,TRUE,TRUE,FALSE,FALSE,,0,ERS000425-NCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,ROHM,ROHM SEMICONDUCTOR LTD,,Approved,Not Conflict Free,MCR01MZPF3483,Active,T&R 10K,,Thailand,,,0.0007,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VISHAY,VISHAY SEMICONDUCTOR CORP.,,Approved,Yes by Product,CRCW0402348KFKED,Active,T&R 10K,,Israel,,,0.000609,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
1,TRUE,TRUE,FALSE,FALSE,,0,ERS000435-NCN,RES-562K-0402-1%-1/16W-100PPM,MCO007556,8,,,,,"R132,R135,R137,R144,R150,R156,R159,R162",R0402,,,Issue,SMT,Pilot,Resistor,,,,No,,‎1 – Unlimited,,NO,,,False,STACKPOLE,Stackpole Electronics Inc,,Approved,Yes by Manuf.,RMCF0402FT562K,Active,T&R 10K,,Taiwan,,,0.000556,,22.SVHC_233_17Jan2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402FR-07562KL,Active,T&R 10K,,Taiwan,,,0.000597,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,SAMSUNG,SAMSUNG ELECTRO MECHANICS CO LTD,,Approved,Not Conflict Free,RC1005F5623CS,Active,T&R 10K,,,,,0.000544,,18.SVHC_211_19Jan2021,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,BOURNS,"Bourns, Inc",,Approved,Yes by Product,CR0402-FX-5623GLF,Active,T&R 10K,,Taiwan,,,0.000514,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VISHAY,VISHAY SEMICONDUCTOR CORP.,,Approved,Yes by Product,CRCW0402562KFKEDC,Active,T&R 10K,,Israel,,,0.000615,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
1,TRUE,TRUE,FALSE,FALSE,,0,ERS000459,RES-100K-0402-1%-1/16W-AEC,SPR001630,2,,,,,"R1157,R1158",R0402,,,Issue,SMT,Pilot,Resistor,,,,No,,‎1 – Unlimited,,NO,,-55°C to 155°C,False,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,AC0402FR-07100KL,Active,T&R 10K,,Taiwan,,,0.000595,,23.SVHC_235_14Jun2023,,
1,TRUE,TRUE,FALSE,FALSE,,0,ERS000482,RES-6K04-0402-1%-1/16W-AEC,SPR001632,11,,,,,"R1003,R1007,R1043,R1053,R1117,R1118,R1119,R1120,R1121,R1122,R1123",R0402,,,Issue,SMT,Pilot,Resistor,,,,No,,‎1 – Unlimited,,NO,,-55°C to 155°C,False,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,AC0402FR-076K04L,Active,T&R 10K,,Taiwan,,,0.000595,,23.SVHC_235_14Jun2023,,
1,TRUE,TRUE,FALSE,FALSE,,0,ERS000516-NCN,RES-60K4-0402-1%-1/16W,SPR001824,2,,,,,"R772,R780",R0402,,,Issue,SMT,Pilot,Resistor,,,,No,,‎1 – Unlimited,,NO,,-55°C to 125°C,False,BOURNS,"Bourns, Inc",,Approved,Yes by Product,CR0402-FX-6042GLF,Active,T&R 10K,,Taiwan,,,0.0,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402FR-0760K4L,Active,T/R 10K,,Taiwan,,,0.0,,23.SVHC_235_14Jun2023,RoHS2 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,RALEC,RALEC INC,,Approved,Yes by Product,RTT026042FTH,Active,T&R 10K,,,,,0.000573,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,TRUE,TRUE,FALSE,FALSE,,0,ERS000533-NCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RT0402BRD072KL,Active,T&R 10K,Preferred,Taiwan,,,0.000564,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,PANASONIC,Panasonic Industrial Company,,Approved,Yes by Product,ERA-2AEB202X,Active,T&R 10K,Preferred,Japan,,,0.000581,,20.SVHC_223_17Jan2022,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,TRUE,TRUE,FALSE,FALSE,,0,ERS000604-NCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402FR-0711K3L,Active,10K Reel,,Taiwan,,,0.000596,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,ROHM,ROHM SEMICONDUCTOR LTD,,Approved,Not Conflict Free,MCR01MZPF1132,Active,T&R 10K,,Thailand,,,0.0007,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
1,TRUE,TRUE,FALSE,FALSE,,0,ESW#TDA02H-2.2M-NCN,Switch DIP SPST 2 Recessed Slide 0.025A 24VDC,MCO003232,1,,,,,SW2,TDA02H0SK1R_CK,,,Issue,SMT,Production,Electro Mechanical,,,RoHS2,No,,‎1 – Unlimited,,,,-40°C to 85°C,False,BIWIN,"BIWIN TECHNOLOGIES CO.,LTD",,Approved,Yes by Manuf.,SOP02-R,Active,T&R 3K,Preferred,,,,0.06,17/12/2015 00:00:00 IST,22.SVHC_233_17Jan2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,C&K,C&K Components,,Approved,Not Conflict Free,TDA02H0SB1R,Active,T&R 3K,Preferred,,,,0.0792,,20.SVHC_223_17Jan2022,RoHS3 Compliant,
1,TRUE,TRUE,FALSE,FALSE,,0,ESW000013-NCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,C&K,C&K Components,,Approved,Not Conflict Free,TDA04H0SB1R,Active,3K Reel,,,,,0.13,,22.SVHC_233_17Jan2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,TRUE,TRUE,FALSE,FALSE,,0,ESW000015,Switch DIP SPST 100mA 6V 200 mΩ 6.1x2.0x1.50mm,MCO005050,1,,,,,S1,Switch-DIP-SM-610x200x150-2,,,Issue,SMT,Pilot,Electro Mechanical,,,,No,,‎1 – Unlimited,,NO,,0 °C to 55°C,False,NIDEC,NIDEC CORPORATION 1995-2014,,Approved,Yes by Product,CVS-01TB,Active,T&R  2K,,,,,0.0,,22.SVHC_233_17Jan2023,RoHS3 Compliant,
1,TRUE,TRUE,FALSE,FALSE,,0,ET#FDN338P-NCN,FPC-20V-SSOT3-1A6-0W46-0R115,MCO006236,6,,,,,"Q1,Q3,Q7,Q8,Q18,Q19",SOT95P2375X125-3,,,Issue,SMT,Production,Semiconductor,,,RoHS2,No,,‎1 – Unlimited,,Y,,Tj -55°C to 150°C,False,FAIRCHILD,FAIRCHILDSEMI,,Disqualified,Unknown,FDN338P,Inactive,T&R 3K,Inactive,Philippines,,,0.01057,,08. SVHC_168_17Dec 2015,RoHS2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,ON_SEMI,ON SEMICONDUCTOR,,Approved,Not Conflict Free,FDN338P,Active,T&R 3K,,Philippines,,,0.01057,,23.SVHC_235_14Jun2023,RoHS3 Compliant,
1,TRUE,TRUE,FALSE,FALSE,,0,ET#NTR4501NT1-NCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,TRUE,TRUE,FALSE,FALSE,,0,EVR#1206180P48V-NCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,SUNLORD,Shenzhen Sunlord Electronics Co.,,Approved,Yes by Manuf.,SDVL3216SD480PTHS151,Active,T/R 3K,Preferred,,,,0.0313,,23.SVHC_235_14Jun2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,SUNLORD,Shenzhen Sunlord Electronics Co.,,Approved,Yes by Manuf.,SDV3216A480C181NPTF,EOL,,Preferred,,,,0.0254,,22.SVHC_233_17Jan2023,RoHS3 Compliant,
1,TRUE,TRUE,FALSE,FALSE,,0,EX#OSC-25M-5X7-NCN,OSC-25M-5X7mm-25ppm-3V3,MCO002585,3,,,,,"Y2,Y4,Y5",OSC508P700X500X160-4,,,Issue,SMT,Production,Crystal / Oscillator,,,,No,,‎1 – Unlimited,,NO,,-10°C to 70°C,False,HOSONIC,HOSONIC ELECTRONICS CO LTD,,Approved,Yes by Product,D36A25.0000MTS,Active,,Preferred,,,,0.1575,,17.SVHC_209_25Jun20,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,HOSONIC,HOSONIC ELECTRONICS CO LTD,,Approved,Yes by Product,D7SX25E00000JE,Active,,Alternate,,,,0.1575,,20.SVHC_223_17Jan2022,RoHS3 Compliant,
1,TRUE,TRUE,FALSE,FALSE,,0,FET000015,"MOSFET DUAL N-Channel, 0.25A, 30V, 1.5 ohm",SPR000483,2,,,,,"Q9,Q10",SC70-065P235X110-6,,,Issue,SMT,Pilot,Semiconductor,,,,No,,‎1 – Unlimited,,Y,4860-0009,Tj -55°C to 150°C,False,ON_SEMI,ON SEMICONDUCTOR,,Approved,Not Conflict Free,NTJD4001NT1G,Active,T/R 3K,,China,,,0.0062,,23.SVHC_235_14Jun2023,RoHS3 Compliant,
1,TRUE,TRUE,FALSE,FALSE,,0,FET000032-NCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,TRUE,TRUE,FALSE,FALSE,,0,FET000059,"MOSFET N-Channel, 60V, 115mA 1.8Ohm, SOT323",SPR002063,1,,,,,Q4,SOT065P210X100-3,,,Issue,SMT,Pilot,Semiconductor,,,,No,,‎1 – Unlimited,,,,Tj -55°C to 150°C,False,DIODES,DIODES INCORPORATED,,Approved,Yes by Manuf.,2N7002W-7-F,Active,T&R 3K,Preferred,China,,,0.0,,20.SVHC_223_17Jan2022,RoHS3 Compliant,
1,TRUE,TRUE,FALSE,FALSE,,0,ICA000035-NCN,"REPEATER I2C BUS, 0.9VTO5.5V/2.7VTO5.5V",MCO003579,1,,,,,U10,TSSOP065P490X110-8,,,Issue,SMT,Pilot,Integrated Circuit,,,,No,,‎1 – Unlimited,,Y,,-40°C to 85°C,False,NXP,NXP Semiconductors,,Approved,Yes by Manuf.,"PCA9517ADP,118",Active,T&R 2.5K,,,,,0.029005,,24.SVHC_240_23Jan2024,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,TRUE,TRUE,FALSE,FALSE,,0,ICA000072,IC SPDT Analog Switch 6-BIT / 2:1 MUX 1.65-3.6V,SPR000483,3,,,,,"U5,U6,U8",QFN50P400X400X80-25,,,Issue,SMT,Pilot,Integrated Circuit,,,,No,,‎2 – 1 year‎,,Y,,-40°C to 85°C,False,T.I,Texas Instruments Incorporated,,Approved,Yes by Product,TS3A27518ERTWR,Active,T&R 3K,,China;Germany,,,0.036,,24.SVHC_240_23Jan2024,RoHS3 Compliant,
1,TRUE,TRUE,FALSE,FALSE,,0,ICA000134,IC Buffer Schmit-trigger x1 SOT353,SPR000722,1,,,,,U1,SC70065P240X110-5,,,Issue,SMT,Pilot,Integrated Circuit,,,,No,,‎1 – Unlimited,,Y,Package is SOT353-5  Also known as SC-70,-40°C to 125°C,False,DIODES,DIODES INCORPORATED,,Approved,Yes by Manuf.,74LVC1G17SE7,Active,Tape and reel,,China,,,0.006125,20/06/2016 00:00:00 IDT,23.SVHC_235_14Jun2023,RoHS3 Compliant,
1,TRUE,TRUE,FALSE,FALSE,,0,ICA000200,"Mux/Demux 4-Bit 1:2, 2.5-3.3V DHVQFN16 2.5x3.5mm",SPR001017,1,,,,,U32,DHVQFN050P260x360x100-17,,,Issue,SMT,Pilot,Integrated Circuit,,,,No,,‎1 – Unlimited,,Y,4261-0012 Low-Volt Quad 1-of-2 5Ω Multiplexer/Demultiplexer with Single Output Enable DHVQFN16 Same as ICL000034  - Different Package,-40°C to 125°C,False,NXP,NXP Semiconductors,,Approved,Yes by Manuf.,"74CBTLV3257BQ,115",Active,Tape & Reel 3k,,,,,0.02117,,24.SVHC_240_23Jan2024,RoHS3 Compliant,
1,TRUE,TRUE,FALSE,FALSE,,0,ICA000339-NCN,IC hot swappable I2C-bus &SMBus buffer TSSOP-8,MCO007220,2,,,,,"U50,U51",TSSOP065P490X110-8,,,Issue,SMT,Pilot,Integrated Circuit,,,,No,,‎1 – Unlimited,,,,-40°C to 85°C,False,NXP,NXP Semiconductors,,Approved,Yes by Manuf.,"PCA9511ADP,118",Active,2.5K / Reel,,,,,0.023253,,24.SVHC_240_23Jan2024,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,NXP,NXP Semiconductors,,Approved,Yes by Manuf.,PCA9511ADP,Active,2.5K / Reel,,,,,0.023253,,24.SVHC_240_23Jan2024,RoHS3 Compliant,
1,TRUE,TRUE,FALSE,FALSE,,0,ICA000374-NCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,TRUE,TRUE,FALSE,FALSE,,0,ICA000402,"IC, LDO REG, ADJ, 1% TOL, 4A,0.8-5.1 VOUT,VQFN20",MCO006059,1,,,,,U37,QFN50P350X350X100-21,,,Issue,SMT,Pilot,Integrated Circuit,,,,No,,‎2 – 1 year‎,,Y,,Tj -40°C to 150°C,False,T.I,Texas Instruments Incorporated,,Approved,Yes by Product,TPS7A5401QRGRRQ1,Active,T&R 3000,Preferred,United States,,,0.0405,,24.SVHC_240_23Jan2024,RoHS3 Compliant,
1,TRUE,TRUE,FALSE,FALSE,,0,ICA000429,"Clock 250MhzFanout Buffer 4-OUT, 1V8-3V3 TSSOP-8",SPR002191,1,,,,,U33,TSSOP065P640X120-8,,,Issue,SMT,Pilot,Integrated Circuit,,,,No,,‎1 – Unlimited,,,,-40°C to 125°C,False,T.I,Texas Instruments Incorporated,,Approved,Yes by Product,LMK1C1104PWR,Active,T/R 2K,Preferred,United States,,,0.039251,,24.SVHC_240_23Jan2024,RoHS3 Compliant,
1,TRUE,TRUE,FALSE,FALSE,,0,ICA000497-NCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,TRUE,TRUE,FALSE,FALSE,,0,ICA000553-A-NCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
